pca1,pca2,community,t-sne1,t-sne2,simplified community,username,engagement_score,retweet_count,favorite count,followers count,tweet_text
-13200.54342723448,0.2408079942688789,504,15.2217455,-37.10782,Other,matt con,0.3034482758620689,17,159,579,Funko Hollywood has a really touching tribute to Chadwick Boseman right now. Well done you guys! #FunkoHollywood #Funko #ChadwickBoseman @OriginalFunko https://t.co/humjcwpxfY
-13200.54342723448,0.2408079942688789,504,15.2217455,-37.10782,Other,matt con,0.3034482758620689,17,159,579,"It’s funny, I purposely stayed away from the zombified line of Marvel characters, but I love the designs from the What If episode and had to have these. 🤷🏻‍♂️ Also, is it me, or is the common Cap much cooler than the Funko Shop version?"
7539.456572771083,-0.0612735096582486,1,73.89745,-4.388172,1,ifeanyi nsofor,0.0009849906191369,7,14,21319,"In my Igbo culture, when a great king passes on, we say, ""Oke osisi adaala n'obodo,"" which means ""a great tree has fallen in the land.""

My tribute to @chadwickboseman, the Black Panther. Via @NPRGoatsandSoda #WakandaForever #Wakanda 
https://t.co/z6HVDq5I3j"
7539.456572771083,-0.0612735096582486,1,73.89745,-4.388172,1,ifeanyi nsofor,0.0009849906191369,7,14,21319,"Today, I remember @chadwickboseman - the Black Panther, King T'Challa. Still feel sad that such a great talent has passed on. I wrote this tribute to him. As a great African King, he lives on. @NPRGoatsandSoda #WakandaForever 
https://t.co/z6HVDq5I3j"
-4021.543427228908,-0.0618564977366765,505,70.41418,8.639533,Other,mvslim,0.0006148170919151,1,5,9758,"At the weekend, the Black Panther Star, Chadwick Boseman sadly passed away after a long battle with Cancer. 

Here are some reflections from @HafsahDabiri our Chief Editor. 

https://t.co/s5fj0tji5T

#Mvslim #Muslim #ChadwickBoseman #BlackPanther"
806583.4565727708,-0.0422179420515384,3,74.36917,-18.025518,3,screentime,0.0053317795515161,478,3896,820363,"Disney's only focus right now is paying tribute to Chadwick Boseman and not on making 'Black Panther 2'

No one involved with #BlackPanther was aware Chadwick was sick. Kevin Feige found out after he had passed away 

(via @THR) https://t.co/hG2iIf0XTr"
806583.4565727708,-0.0422179420515384,3,74.36917,-18.025518,3,screentime,0.0053317795515161,478,3896,820363,"Marvel will not do any more Stan Lee cameos

'Their policy is he doesn't cameo now that he's passed away""

(via @ComicBook) https://t.co/aeFcs9ZmRB"
-10427.543427228928,-0.0607997939994866,287,47.752876,11.446989,Other,rhai ᵕ̈ free 🇵🇸,0.0017894422904861,0,6,3352,"@jaeminohsexc @chansoldior woozi had a little figurine of black panther which is being portrayed by chadwick who passed away :( and woozi replied to op ""RIP"" and this woogyuloona made a JOKE abt it https://t.co/gNsB6x1HhM"
-6790.543427228897,-0.0625222864999254,506,66.28261,15.591352,Other,darth spidey,0.0,0,0,6989,"@Nh3_engineer No not just the Black Panther tweet, asking someone to follow me when Chadwick Boseman has passed away and complaining about followers.
Which I'm trying to fix but I can I have done enough. https://t.co/9ahS3gRUuG"
-6790.543427228897,-0.0625222864999254,506,66.28261,15.591352,Other,darth spidey,0.0,0,0,6989,"Is still a shame that MCU lost like 4 or 5 actors.
One who passed away and the others who left and yet they're still making more movies and TV shows because MCU makes Disney more money.
This is how Disney sees in Marvel and Star Wars. https://t.co/3LRPnFrKW6"
-13764.543427233495,0.1873493363112404,507,-52.31717,27.716475,Other,lettertab,0.25,1,3,15,"Today's Newsletter Pick of the Day is written by @karl_delo where he suggests his readers to watch Da 5 Bloods in honour of star Chadwick Boseman, who passed away after a battle with colon cancer last week at the age of 43.

 #ChadwickBoseman #Da5Bloods 
https://t.co/CVlfRIe1K9"
-12547.54342722891,-0.0618172311801028,508,25.854883,1.2067864,Other,donnell wilson 🇺🇸🇬🇧,0.0008110300081103,0,1,1232,@Jonesness My son is 7 and he still thinks I’m black Panther. I can’t even tell him Boseman pass away
156111.45657277096,-0.053160725408931,98,72.73382,-14.337349,Other,seventeen weverse,0.0063628658206389,121,960,169891,"tw // death • [REPOST]

From #우지’s comment to fan:

OP: Jihoon do those kids have names??

#WOOZI: RIP

@pledis_17 #SEVENTEEN #세븐틴

*repost bc qrts were :/ he’s talking about the black panther figurine. if you did not know, chadwick boseman recently passed away + https://t.co/21peDall9g"
-13774.543427228897,-0.0626508477684682,3,-43.574924,40.020462,3,movie plus news,0.0,0,0,5,"Chadwick Boseman starrer 42 to re-release in theatres in the US as a tribute 
-
A few days ago, Black Panther actor Chadwick Boseman passed away after his p ...
--
https://t.co/x7z9tFKyhx
-
#Movie #Trailer #Tv #Hollywood #Gaming @HollywoodRecs @netflix @THR @latimesmovies https://t.co/plk22WK5WH"
-13299.543427228897,-0.0626421039823059,98,-1.0628217,-31.830652,Other,ishu\⁷ 𖧷| bright after rain🌧🌈 🍉,0.0,0,0,480,"@nice_weirdo14 @1woo17 @pledis_17 The actor who played black panther (Chadwich Boseman) passed away few days ago due to cancer, that's why he wrote RIP"
-13697.543427228897,-0.0626494303547114,288,-36.23987,-22.012444,Other,world’s biggest thunder fan,0.0,0,0,82,"@LunaYenitze @Ninety9us well there was a black panther skin leaked, but cmon, the guy just passed away, have some respect"
-12152.54342722894,-0.0601639875827177,1,40.089756,-33.860123,1,illastr8 radio,0.0024570024570024,1,3,1627,Chadwick Boseman (@chadwickboseman) has passed away at the age of 43 from stage IV Colon cancer. He broke barriers in his well known film “Black Panther”. He is our super hero in real life and will be greatly missed. RIP King and Thank You for leaving us with your great work! https://t.co/dzuGi57RF1
-12878.543427228917,-0.0615257067764595,509,26.337233,37.687878,Other,mampho ngakane 🇨🇩🇸🇩🇵🇸,0.0011086474501108,0,1,901,@fanamokoena The only reason you speaking about Atandwa being Black Panther is because Chadwick has passed away.
-13174.543427228897,-0.0626398029859474,289,16.73418,-31.691643,Other,rodamoon 🔜 mff2024 #blacklivesmatter,0.0,0,0,605,"@My_Echo4 @gonzalezratili1 I mean it's an Avengers game post and they're ""giving you"" Black Panther yet they're selling their battle pass for 10 usd. Shouldn't they, I don't know, give it for free as a tribute to Chadwick? Instead they're using him as marketing"
-12951.543427228897,-0.0626356980084438,510,17.831213,41.158443,Other,haliee 👸🏾,0.0,0,0,828,"@breee_dior He was an amazing black panther. I still can’t believe he passed away, I know you sad sis"
-11439.543427228911,-0.0617535294025399,225,47.536793,-9.013235,Other,gock40spazz👸🏿,0.0008543357539513,0,2,2340,"@AngelAl3xander @NariSpaceCamp maybe she should’ve given is time to breathe, however there have been some people thatve done the same and got praised for it. on top of that Amy already had a Black Panther attire way before Chadwick passed away."
-13773.543427228897,-0.0626508293604974,511,-44.66658,39.04894,Other,kevindeanhatesliberals,0.0,0,0,6,Imagine paying tribute to a man who passes away and using politics in the same sentence so that people feel more sympathy for you. #ChadwickBoseman dosen't need you to mention #PoliceBrutality in a tribute to him you disrespectful trashbag @KekePalmer
13344.456572771098,-0.0621516420064962,512,74.21938,-6.48192,Other,spencer paysinger,0.0,0,0,27124,"@mike_ham21 Chadwick passed away. T’Challa still lives IF they want to recast.

But I’m willing to discuss how important it is to have Black Panther be a black man for a little while longer till Shuri takes the helm."
-13771.543427232986,0.1595714296776665,290,-46.239403,36.347305,Other,john stud,0.2222222222222222,0,2,8,@KyeKapri @PlayAvenger They were going to show black panther but it isn’t the right time because Chadwick just passed away but he’ll probably get shown in the next war table
-13722.543427228897,-0.0626498905539831,12,-46.25241,-37.922523,Other,bradleyjh,0.0,0,0,57,"@AvengersLegend @PlayAvengers They were gonna announce black panther as the new hero for the game but they didn't because Chadwick Boseman passed away, but he is gonna be in the game because they showed this at the start of the stream https://t.co/slF0QWBSAr"
-13193.543427228897,-0.0626401527373939,513,15.654538,-35.67969,Other,zee♈,0.0,0,0,586,@Simtha_Magobo It's funny how I thought Atandwa is the one that passed away 🤣I honestly thought the guy from Black panther is Atandwa
6432.4565727711015,-0.0622788779011365,1,74.326744,-3.6212718,1,dt next,0.0,0,0,20212,"Actor-producer @michaelb4jordan.  has penned an emotional Instagram tribute for his friend and colleague #ChadwickBoseman, who passed away due to colon cancer at age 43.
https://t.co/B5m4HoXVHh"
-13747.543427232242,0.1191678310649269,12,-67.79414,-2.4073448,Other,𝐇𝐞𝐚𝐝𝐬𝐡𝐫𝐢𝐧𝐤𝐞𝐫‎ ‎✪,0.1818181818181818,0,6,32,"@SaegerBomb @PlayAvengers OMG you really don't get it??? Black Panther, literally, was gonna be announced as a first post launch hero. People are now asking mostly for Black Panther only because Chadwick pass away and that is just shameful."
-13273.543427228968,-0.0586968521995209,291,0.4345175,-36.69881,Other,bozz 🇵🇸,0.0039447731755424,0,2,506,@PhantomPanda7 @JullianBurdett They did tease black panther at the beginning with the logo. They were going to fully reveal black panther in the stream originally but they didn’t and altered the show out of respect for Chadwick Boseman because he just passed away
-13733.54342722968,-0.0200969015523009,12,-55.419136,-29.314482,Other,sk8rxpunk,0.0425531914893617,0,2,46,@slicer141 @PlayAvengers Way it was looking it was going to be black panther but since he passed away and to be respectful they waiting at a later time so they chose kate also story wise with her makes more since to deal with Hawkeye since they were a team for awhile in the comics
-13614.543427228897,-0.0626479024931293,79,-26.229012,-6.6189227,Other,last_of_the_era,0.0,0,0,165,@Elmajoh @PalombizioTony @yvelisseoficial @EyesOnQ Wakanda Forever since Chadwick Boseman just passed away? But none of the things he did were Masonic
-12569.543427228926,-0.0609771385004838,514,26.187181,3.1076407,Other,💰qu’ran cook aka the dreamkiller👑,0.0016515276630883,0,2,1210,@johnnyfarmerCAW I made A Black panther Attire Even Before Chad Bosewick passes away and The Reason being is Because Black panther is My Favorite Hero in Marvel
-13749.543427228897,-0.0626503875691965,515,-67.20953,0.0975876,Other,martha mckinney,0.0,0,0,30,"Chadwick Boseman married longtime love before his death, family reveals https://t.co/PeQDjGlOP4 via @TODAYshow that's amazing that's amazing black panther just passed away and that's a sad but that's amazing this picture reminds me of black panther"
-13761.543427228897,-0.0626506084648469,2,-54.930183,24.075588,2,xad,0.0,0,0,18,"@GraceRandolph @StJude I hope they have enough extra footage to make a nice send off, i hate CGI for people who have passed away, feels wrong. Agree that Chadwick is T'Challa, only person Shuri calls brother, she could take over then a male actor in BP3 be a new different character+Black Panther suit."
-13778.543427228897,-0.0626509214003517,1,-36.66856,47.66433,1,theheartbreaksoldier,0.0,0,0,1,@LewisHamilton hitting the “wakanda forever” pose after @chadwickboseman passed away is amazing https://t.co/zJq1RG4hIe
-13690.543427229712,-0.0182048570544709,516,-39.273685,-17.808378,Other,amanda gibbs,0.0444444444444444,1,3,89,@sherylunderwood it sucks. He had to pass away yesterday you're the great king and he played his part cuz he has one amazing person play tribute to black panther they should have a day for him my friend I love his movies rest in peace my king
-13349.543427228897,-0.0626430243808493,517,1.994867,-19.189276,Other,treestand🌳,0.0,0,0,430,"@HappyPower Yes it is sad that Chadwick passed away and it does make sense if Fortnite were to change their mind about adding the POI, but also it makes more sense for them to still add it. The Black Panther is a Marvel character, not just Chadwick."
-13672.543427228897,-0.0626489701554397,0,-46.108013,-6.5879707,0,ryan aaron,0.0,0,0,107,When I head the news that #ChadwickBoseman passed away. #Memes #Marvel #BlackPanther #SpongeBobSquarepants #spongebobmemes @Marvel @SpongeBob https://t.co/93yLqykqAi
-10104.54342722894,-0.0601349771312691,518,49.06996,15.009136,Other,carlos galvez,0.0024483133841131,0,9,3675,"My G2 Ss came in talking about #BlackPanther today &amp; how sad it was that #ChadwickBoseman had passed away. So we quickly whipped up a tag game &amp; called it #Wakanda Tag. It was a fitting tribute 2 such an inspiring human being. May he rest in peace. 
@ssischool #WeAreSSIS #physed https://t.co/jyLRlrSPqx"
-13052.543427228897,-0.0626375572135014,519,12.020433,29.82554,Other,nolan kehler,0.0,0,0,727,"We were joined by a local artist @Kimmy_Rampersad to explore the legacy of #ChadwickBoseman, who passed away over the weekend at the age of 43. Listen to that conversation here: https://t.co/KDdN3enlxs"
-13766.543427228897,-0.0626507005047013,0,-50.78752,30.323376,0,cv 4 seasons pub,0.0,0,0,13,@Marvel I’m sure everyone is asking was there a Black Panther sequel in production before Chadwick Bosman passed away?  I write children’s books and have thought of options for the beginning of the next sequel.  Question: will there be a release in the near future?
-12986.543427228897,-0.0626363422874242,1,13.988901,38.194874,1,dawn ornelas,0.0,0,0,793,@colinmcfarlane @ana_cfmonteiro @chadwickboseman So saddened that he passed away but I didn’t know him personally or heard about him. I never seen the movie of the Black Panther! I felt terrible about his death. I pray that he will be safe in a better place.
247167.45657277104,-0.0572611113222003,520,72.894066,-15.451641,Other,thewrap,0.0005863237120039,38,115,260947,"Michael B. Jordan (@Michaelb4jordan) paid tribute to his ""Black Panther"" costar Chadwick Boseman today, three days after the latter passed away at the age of 43. 

Here are a few portraits of the two together. 
(📸: Matt Sayles) https://t.co/f0rAumqdEn"
247167.45657277104,-0.0572611113222003,520,72.894066,-15.451641,Other,thewrap,0.0005863237120039,38,115,260947,"Michael B. Jordan (@Michaelb4jordan) paid tribute to his ""Black Panther"" costar Chadwick Boseman on Monday, three days after the latter passed away at the age of 43.  https://t.co/tFlEtwzc9Y"
247167.45657277104,-0.0572611113222003,520,72.894066,-15.451641,Other,thewrap,0.0005863237120039,38,115,260947,"ABC will air ""Black Panther"" commercial-free on Sunday night, followed by a tribute to its star, Chadwick Boseman, who passed away on Friday. https://t.co/itK1hI4C4T"
247167.45657277104,-0.0574833778274044,520,72.894066,-15.451641,Other,thewrap,0.0003640572067998,26,69,260947,"Michael B. Jordan (@Michaelb4jordan) paid tribute to his ""Black Panther"" costar Chadwick Boseman today, three days after the latter passed away at the age of 43. 

Here are a few portraits of the two together. 
(📸: Matt Sayles) https://t.co/f0rAumqdEn"
247167.45657277104,-0.0574833778274044,520,72.894066,-15.451641,Other,thewrap,0.0003640572067998,26,69,260947,"Michael B. Jordan (@Michaelb4jordan) paid tribute to his ""Black Panther"" costar Chadwick Boseman on Monday, three days after the latter passed away at the age of 43.  https://t.co/tFlEtwzc9Y"
247167.45657277104,-0.0574833778274044,520,72.894066,-15.451641,Other,thewrap,0.0003640572067998,26,69,260947,"ABC will air ""Black Panther"" commercial-free on Sunday night, followed by a tribute to its star, Chadwick Boseman, who passed away on Friday. https://t.co/itK1hI4C4T"
-13528.54342722904,-0.0547098114711267,521,-19.322182,24.442276,Other,mikey d,0.0079365079365079,0,2,251,Can we pass the torch to  @JohnBoyega to be the next black panther and like a tribute to T’challa at the beginning on the next movie?!
-13101.543427228897,-0.062638459204074,522,12.830647,23.725443,Other,skyz,0.0,0,0,678,@rpetrose By now I know you probably know he passed away it’s so sad he was a young noble kind man our king Wakanda forever
-13433.543427229,-0.0568808818895953,80,3.168472,7.8703604,Other,quency phillips,0.0057636887608069,0,2,346,"Almost 8 years ago, my brother @trymainelee penned this piece for the @HuffPost @blackvoices and led with my #PopPop (my father - also had an MVP Dad) - the picture was taken months before he passed away from #ColonCancer - #NoLosses #ChicagoKids #ChadwickBoseman #RestInPower https://t.co/AukNkjyEkG"
-13670.543427228897,-0.0626489333394979,79,-46.609726,-5.429543,Other,awaken_gate6%,0.0,0,0,109,@EyesOnQ Everybody been doing that. The black Panther thing. For some rich athlete that passed away. I've seen it atleast 20 times the past week
-12546.54342722891,-0.0618178700087673,0,25.852322,1.1249008,0,xxnonxfictionxx,0.0008103727714748,0,1,1233,"@MCU_Fanatics I would prefer that @Marvel acknowledge t chala has passed and the next man up must go through the challenge ritual to earn the right to be king &amp; the new black panther, plus his death can be a mystery that needs solving @Kevfeige @DisneyStudios @Russo_Brothers"
-13753.543427228897,-0.06265046120108,12,-66.1022,4.8502364,Other,mya tshimanga,0.0,0,0,26,@bwisdom1976 @Marvel_Cloud @Billyb3077 @PlayAvengers Well Chadwick passed away  this past weekend  and they would have to double time  coding  black panther for a teaser
-12775.543427228897,-0.062632458205571,523,30.539135,25.02086,Other,trisa,0.0,0,0,1004,@fallongrande Because the black panther has passed away and it really affected me
447283.456572771,-0.0541441854693348,524,73.37735,-16.880817,Other,947 music.life,1.9520066628494093e-05,1,8,461063,"South African legend Dr @JohnKani2 has paid tribute to American actor #ChadwickBoseman, who passed away at home in Los Angeles after a long battle with colon cancer this past weekend 💔 

#WakandaForever #BlackPanther https://t.co/1bveHjPav2"
447283.456572771,-0.0541441854693348,524,73.37735,-16.880817,Other,947 music.life,1.9520066628494093e-05,1,8,461063,"South African legend Dr @JohnKani2 has paid tribute to American actor #ChadwickBoseman, who passed away at home in Los Angeles after a long battle with colon cancer this past weekend 💔 

#WakandaForever #BlackPanther https://t.co/KL2eEDX9Ll"
447283.456572771,-0.0541441854693348,524,73.37735,-16.880817,Other,947 music.life,1.9520066628494093e-05,1,8,461063,"South African legend Dr @JohnKani2 has paid tribute to American actor #ChadwickBoseman, who passed away at home in Los Angeles after a long battle with colon cancer this past weekend 💔 

#WakandaForever #BlackPanther https://t.co/YCZIGcBGOC"
-2611.5434272289094,-0.0618186248775179,525,71.85094,5.719459,Other,reset with sasha-ann simons,0.0006267347121497,2,5,11168,"Black Panther star Chadwick Boseman passed away this weekend at the age of 43. 

We're live now with @thrasherxy and Karlyn Ruth Meyer for what his role as King T'Challa meant to so many. 

https://t.co/HOAG1WuLUx

📻: 91.5 FM + https://t.co/ETu0LLIGcV"
-12416.543427228897,-0.0626258497440293,526,29.461159,-27.966158,Other,dave king us,0.0,0,0,1363,"@GeraldoRivera I watched Black Panther last night, loved it...so sad that the star passed away...."
-13761.543427228897,-0.0626506084648469,527,-54.73989,23.970928,Other,jonathan rand,0.0,0,0,18,@WhoopiGoldberg They aren't going to build a whole area of the park based on one character that passed away way to early. I'm willing to bet that they will build a marvel universe type area and have a black panther ride based on his portrayal of the charactor
-11460.543427228904,-0.0621772172411208,99,47.855667,-9.605762,Other,mickey ⁷ ⟭⟬ 🇵🇸 lia is back y'all!,0.0004310344827586,0,1,2319,@Basmala59633343 @bruviez @adorejmjk He's the one who plays black panther who sadly passed away from colon cancer😔
-13332.543427228977,-0.0581784257310588,0,-0.0059534227,-24.402115,0,dollar store joe burrow,0.0044642857142857,0,2,447,"@Disney hear me out. With the death of Chadwick Bosemen if you plan on keeping black panther don’t just have a full length movie where he is CGI the whole time. No, you have it be known that T’challa had passed away, but Shuri is next in line as ruler. As she is going through the"
-12357.543427228948,-0.0598138009190046,1,31.72945,-31.591152,1,novo health africa,0.0028109627547434,0,4,1422,"American Actor Chadwick Boseman @chadwickboseman passed away on 28th August 2020 due to an illness as a result of Colon Cancer. He kept his health condition secretly with his death a shock to all.

Rest in power, King T'challa! 🥀

#ChadwickBoseman #BlackPanther #KingTChalla https://t.co/6Ci4rirzNa"
-13626.543427228897,-0.0626481233887797,1,-30.078642,2.0443397,1,the brown identity,0.0,0,0,153,"@chadwickboseman passed away of colon cancer over the weekend and his death came as a major blow to the Hollywood industry and his fans alike. Read the article to find out more. #ChadwickBoseman #BlackPanther #WakandaForever 
.
https://t.co/NA2jwar8I4 https://t.co/Uk5mdKgRv7"
-13626.543427228897,-0.0626481233887797,1,-30.078642,2.0443397,1,the brown identity,0.0,0,0,153,"The star of Black Panther @chadwickboseman , has passed away after a four-year-long battle with colon cancer. May his soul rest in peace.🖤 Read the article to find out more. Link in bio and story. 💭👈🏾
.
#ChadwickBoseman #RIPChadwickBoseman #BlackPanther #Hollywood https://t.co/cHb4zKtyuj"
-12289.543427228897,-0.0626235119317291,13,34.60689,-33.826748,13,ross the movie reviewer,0.0,0,0,1490,"Should Chadwick Boseman Be Replaced as The Black Panther? https://t.co/kLNUI3Z6XF via @YouTube Seriously 😑 he just passed away now your thinking who will replace him,Tyrone is a complete asshole and Phony! https://t.co/pBHoOHqnrT"
-13419.543427228946,-0.059874229836317,528,4.722767,1.4157292,Other,pete in leander,0.002770083102493,0,1,360,@JasonAndDeb There’s a comic book run where Shuri becomes the Black Panther. But jeez. This guy just passed away. Can we give it some time before we just start recasting roles?
-13623.543427228897,-0.0626480681648671,529,-29.1158,0.296058,Other,lady falcon 🪶💜,0.0,0,0,156,"@JSmithpolitics1 I’m kinda disturbed at the dumbass comments here. He’s sending his love and respect to Chadwick Boseman, the actor who played Black Panther, who passed away this weekend from colon cancer. I’m not fond of James, but we don’t have to be classless morons about people we don’t like."
327837.4565727711,-0.0563068463460491,1,73.07384,-16.066492,1,breakfast television,5.561767822538625e-05,1,18,341617,"Chadwick Boseman passed away on Friday at the age of 43. He had been privately battling colon cancer while filming “Black Panther” and “The Avengers”.

What will you remember about Chadwick Boseman?

PHOTO: @AP https://t.co/lq3dxBNriw"
-12553.543427228897,-0.0626283716360383,530,25.911985,1.7063673,Other,mel,0.0,0,0,1226,"@MaxposedYT of cancer that the Black Panther actor just passed from, and I'm really hoping that his death brings more people to get scans and colonoscopies. If that makes people feel guilty then I don't know what to tell them. ✔ your :. The end"
-13778.543427228897,-0.0626509214003517,0,-36.66856,47.66433,0,anthonysetarorock,0.0,0,0,1,"@theblackpanther my sister passed away of cancer complications...This song is for you black panther RIP.....
https://t.co/jd1q6zrLnA"
447283.456572771,-0.0541550299507951,524,73.37735,-16.880817,Other,947 music.life,8.675585168219596e-06,2,2,461063,"South African legend Dr @JohnKani2 has paid tribute to American actor #ChadwickBoseman, who passed away at home in Los Angeles after a long battle with colon cancer this past weekend 💔 

#WakandaForever #BlackPanther https://t.co/1bveHjPav2"
447283.456572771,-0.0541550299507951,524,73.37735,-16.880817,Other,947 music.life,8.675585168219596e-06,2,2,461063,"South African legend Dr @JohnKani2 has paid tribute to American actor #ChadwickBoseman, who passed away at home in Los Angeles after a long battle with colon cancer this past weekend 💔 

#WakandaForever #BlackPanther https://t.co/KL2eEDX9Ll"
447283.456572771,-0.0541550299507951,524,73.37735,-16.880817,Other,947 music.life,8.675585168219596e-06,2,2,461063,"South African legend Dr @JohnKani2 has paid tribute to American actor #ChadwickBoseman, who passed away at home in Los Angeles after a long battle with colon cancer this past weekend 💔 

#WakandaForever #BlackPanther https://t.co/YCZIGcBGOC"
-13578.543427228986,-0.0576967447566731,1,-11.058575,-5.332454,1,anna😁,0.0049504950495049,0,1,201,@ThePerezHilton I forgot 😫 about it! but seriously there’s a lot of black panther comments on here &amp; that’s cool in all buuuuutttttt... like how do you not just own it already. It was awesome before @chadwickboseman  passed away! ✌🏽 #WakandaForever  #KingTchalla 💜
-13607.543427228897,-0.0626477736373332,531,-23.03595,-11.021098,Other,patrick howard 🏳️‍🌈,0.0,0,0,172,"@nightlightakron It’s always so heartbreaking to see someone pass away too soon, let alone a great actor. Mr. Boseman will be missed by many #ChadwickBoseman #ChadwickForever"
-13763.543427228897,-0.0626506452807887,532,-53.289425,26.728085,Other,iamdaniel,0.0,0,0,16,@NatGeo Black panther passed away due to colon cancer no more movies from Chadwick boseman
-12416.543427228897,-0.0626258497440293,2,29.461159,-27.966158,2,legendarymcu⚡🔥🌟,0.0,0,0,1363,@EscaflowneClown @jemelehill I agree 100% with the importance of the character for future generations. Just like Adam West passed away and Batman lives on...so shall King T'Challa/Black Panther. I believe Black Panther is even culturally a character of even more importance than Batman right now.
-12416.543427228897,-0.0626258497440293,2,29.461159,-27.966158,2,legendarymcu⚡🔥🌟,0.0,0,0,1363,@JustBrizard @wondermannews WTF are YOU on?😳 I never delete my tweets and since 2020 after Chadwick passed away I posted multiple times that I thought Yahya Abdul-Mateen II should replace Boseman IF Marvel Studios ever decided to bring in a T'Challa Variant from their Multiverse. Sorry u don't agree!😏
-12416.543427228897,-0.0626258497440293,2,29.461159,-27.966158,2,legendarymcu⚡🔥🌟,0.0,0,0,1363,"@MasterTainment 2) and activist who passed away after portraying the MARVEL character ""T'Challa"" in their first ""Black Panther"" movie. https://t.co/qZJkgqMTUv"
-13502.54342722896,-0.0590487184982338,533,-10.896516,36.68445,Other,sara’s instagram stories,0.0035971223021582,0,1,277,"Sara reposts a video from @Blavity of Chadwick Boseman, who passed away recently from cancer, speaking about the impact of his movie Black Panther. (Originally posted: August 29, 2020) https://t.co/MEL4H0SJuQ"
-13756.543427228897,-0.0626505164249926,292,-64.57056,8.292847,Other,gabriellalabrada,0.0,0,0,23,@PodcastATI Chad from black panther passed away.
-3751.543427228973,-0.058378200295163,534,70.85832,8.088043,Other,nick maestas,0.0040881443812942,1,40,10028,"Chadwick Boseman passed away at 43. That’s 5 years away for me. My grandmother died at 61 from colon cancer. I’ve already had a colonoscopy. But if it strikes this super hero, it can strike anyone. Im so sad at this loss. Rocking my Dame 5 black panther @adidas all week."
-13755.543427228897,-0.0626504980170217,1,-65.24314,7.1139727,1,tina_bibbs_tv,0.0,0,0,24,#VMAs #mtvvma Paying tribute to the great artist that passed away. Damn @chadwickboseman #ChadwickBoseman so unbelievable you gone. #WakandaForever   You all will be missed. 👋🏽❤️ https://t.co/1Tb4uTnF6C
-13681.543427228897,-0.0626491358271775,81,-43.030704,-12.305862,Other,tipsygeek,0.0,0,0,98,"@IndianRex @Cynicalexx @Marvel_FFightUS Yes, too soon.  They would be only doing it because the actor that played Black Panther just passed away."
-13027.54342722892,-0.0613090757658898,1,12.058209,33.177876,1,pam campbell,0.0013280212483399,1,0,752,"The saddest thing I read today was about a white Father telling his son that the Black Panther @chadwickboseman had passed away. The son asked him, was he killed by the Police. 😢😢 
#RIPChadwick 
#RIPBlackPanther"
-13476.543427228897,-0.0626453621931495,535,-3.8058689,28.63139,Other,claudia fernandez,0.0,0,0,303,"@jonlionfineart2 Can you paint the actor that just passed away from colon cancer, the lead actor from the Black Panther movie, Chadwick Boseman?"
-13096.543427228922,-0.0611763788601261,1,12.992344,24.427109,1,don,0.0014619883040935,0,1,683,@Ramsey86687322 @abc13houston @TheAcademy @chadwickboseman What In the fuck does that have to do with the Movie ??? This man just passed away form colon cancer and you bring up some shit about the black panther party... smh. Show some damn respect.
-13096.543427228922,-0.0611763788601261,1,12.992344,24.427109,1,don,0.0014619883040935,0,1,683,"Feels like I knew chad personally , the hurt feels exactly like when Kobe passed away. I love black panther a lot mainly because of his character, may he Rest In Peace. God knows best 💔 #ripChadwick"
-12372.543427229,-0.056943221611493,292,31.132772,-30.898136,Other,emily ♡🍉,0.0056818181818181,0,8,1407,@PodcastATI the guy that played black panther passed away :(
-13452.54342722912,-0.0504497984506292,536,0.0146853225,17.084408,Other,nemis,0.0121951219512195,0,4,327,@KevZCastle Tribute to Black Panther I'm giving him the pass
-11210.543427228902,-0.0622145446727967,18,47.285923,-3.096664,Other,🏀🏆coach butler,0.0003891050583657,0,1,2569,"@realDonaldTrump @chadwickboseman Chadwick Boseman, actor who played the lead role in Black Panther...(also played legendary figures Jackie Robinson, James Brown and Thurgood Marshall) he passed away from cancer on Friday...🙏🏽"
-11190.543427228897,-0.062603281571745,20,46.74256,-2.3783627,Other,future ♢ megatrends,0.0,0,0,2589,"@nowthisnews: 'BREAKING: Chadwick Boseman — star of 'Black Panther' — has passed away from colon cancer at age 43. His family confirmed the news on Twitter Friday night, saying “he died in his home, with his wife and fa… https://t.co/0h0vy6T4Bj, see more https://t.co/88zgHuEwGc"
-10831.543427228897,-0.0625966731102034,1,46.97574,5.2748165,1,barbara dixon 🌊,0.0,0,0,2948,@ABC is airing the movie Black Panther tonight at 8 without commercials and the a tribute to @chadwickboseman afterwards. Pass it on! https://t.co/ikHohRgVuE
-7191.543427228899,-0.0623778999978978,537,65.318794,16.624174,Other,✨tiff✨,0.0001517680983457,0,1,6588,"@AkiraTheory His circle knew but he never specifically spoke about it publicly. Someone mentioned he was referring to Black Panther. That being said, it almost feels like he was talking about himself because of his battle... which we all just found out about when he passed away 😔"
-13701.543427228897,-0.0626495039865949,538,-34.365585,-25.428984,Other,jakob holgersson,0.0,0,0,78,"@thetruebowser I was shocked when I heard. I don't know Boseman for anything else than Black Panther, but it's tragic that a young person with a seemingly bright future has passed away.
Stay safe, everyone."
