Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,Original_Tweeter,mentions,retweet_id,reply_to,neg,neu,pos,compound,Community,engagement_rate,followers_per_tweet,log_engagement_rate,log_followers_per_tweet,tweet_id,tweet_type,linked_tweet_id,tweet_text_lower,content_category
1866,tlstorm,"@XboxPope No don't do that. Gimmick people into liking a post because the actor passed away. @Xbox I bet you a creative @PlayStation gamer could make a black panther design look 10 million times better, turn it into exclusive, and your little gimmick picture wouldn't look so cool.",Sat Aug 29 06:33:10 +0000 2020,,351,0,0,2020-08-29 06:33:10+00:00,False,XboxPope,"@XboxPope, @Xbox, @PlayStation",Missing_Retweet_ID,XboxPope,0.041,0.714,0.244,0.8687,22.0,0.0,0.18810289389067525,0.0,0.17235782820902235,1865,original,,"@xboxpope no don't do that. gimmick people into liking a post because the actor passed away. @xbox i bet you a creative @playstation gamer could make a black panther design look 10 million times better, turn it into exclusive, and your little gimmick picture wouldn't look so cool.",Black Panther
1867,hisoka morrow,"can we please take just a moment to appreciate this man? he made the best difference in marvel, amazinggg actor. passed away way too soon. #ChadwickBoseman #ripchadwickboseman #2020worstyear #ChadwickForever #WakandaForever https://t.co/Y5mIDZhC2G",Sat Aug 29 06:32:54 +0000 2020,,1056,1,6,2020-08-29 06:32:54+00:00,True,self,,Missing_Retweet_ID,,0.0,0.684,0.316,0.9001,Other,0.006628787878787879,0.5656132833422604,0.006606914075741146,0.44827762156952333,1866,original,,"can we please take just a moment to appreciate this man? he made the best difference in marvel, amazinggg actor. passed away way too soon. #chadwickboseman #ripchadwickboseman #2020worstyear #chadwickforever #wakandaforever https://t.co/y5midzhc2g",Marvel
1872,henrydoan26,At the age of 43 Chadwick Bosemam passed away due to stage IV colon cancer. He brought us so many great movies. You are loved by many rest in peace brother. Wakanda forever ,Sat Aug 29 06:31:43 +0000 2020,,4,0,0,2020-08-29 06:31:43+00:00,False,self,,Missing_Retweet_ID,,0.097,0.642,0.261,0.8115,Other,0.0,0.002136752136752137,0.0,0.0021344725286326274,1871,original,,at the age of 43 chadwick bosemam passed away due to stage iv colon cancer. he brought us so many great movies. you are loved by many rest in peace brother. wakanda forever ,Black Panther
1875,the timeless pop culture fan (abandoned),"This morning, I had wanted to acknowledge that it has been 5 years since my favorite actor Gene Wilder passed away. But today we have suffered another loss.

Chadwick Boseman who played Black Panther in the MCU has passed away from Colon Cancer. 

RIP 

Wakanda Forever https://t.co/IZFjlgu53p",Sat Aug 29 06:31:04 +0000 2020,,997,0,0,2020-08-29 06:31:04+00:00,True,self,,Missing_Retweet_ID,,0.228,0.684,0.087,-0.882,Other,0.0,0.5317333333333333,0.0,0.4263999917636036,1874,original,,"this morning, i had wanted to acknowledge that it has been 5 years since my favorite actor gene wilder passed away. but today we have suffered another loss.

chadwick boseman who played black panther in the mcu has passed away from colon cancer. 

rip 

wakanda forever https://t.co/izfjlgu53p",Black Panther
1877,dixiejos," Good morning folks. Its a sad start to this day. Waking up to the news that #chadwickboseman passed away age 43 of Cancer. Honestly, 2020 just keeps taking  rest in peace and thank you for the wonderful roles you played in Hollywood,... https://t.co/tknAtrZUst",Sat Aug 29 06:30:21 +0000 2020,London Town ,2922,0,0,2020-08-29 06:30:21+00:00,True,self,,Missing_Retweet_ID,,0.126,0.571,0.303,0.8591,Other,0.0,1.5567394778902504,0.0,0.9387328052717366,1876,original,," good morning folks. its a sad start to this day. waking up to the news that #chadwickboseman passed away age 43 of cancer. honestly, 2020 just keeps taking  rest in peace and thank you for the wonderful roles you played in hollywood,... https://t.co/tknatrzust",Chadwick Boseman
1879,💚🤍❤muzi_mag🇿🇦,"Black panther has passed away, jeer I thought super heroes never dies

May your soul rest in power Chadwick",Sat Aug 29 06:30:09 +0000 2020,"Vaal in Milan, South Africa",2985,0,2,2020-08-29 06:30:09+00:00,False,self,,Missing_Retweet_ID,,0.0,0.69,0.31,0.802,Other,0.0006700167504187605,1.5886109632783396,0.0006697923894073366,0.9511214242325376,1878,original,,"black panther has passed away, jeer i thought super heroes never dies

may your soul rest in power chadwick",Black Panther
1880,just me. phil. cm phil.,Holy shit. Chadwick Boseman aka Black Panther has passed away.  42 years old. He was diagnosed with colon cancer 4 years ago. In that time he did Captain America Civil War. Black Panther. Avengers Infinity War and Endgame. 21 Bridges. Marshall &amp; Da 5 Bloods. Rip sir. ,Sat Aug 29 06:30:01 +0000 2020,United Kingdom,913,1,2,2020-08-29 06:30:01+00:00,True,self,,Missing_Retweet_ID,,0.278,0.722,0.0,-0.9501,Other,0.0032858707557502738,0.4856382978723404,0.0032804840791617997,0.3958445101211819,1879,original,,holy shit. chadwick boseman aka black panther has passed away.  42 years old. he was diagnosed with colon cancer 4 years ago. in that time he did captain america civil war. black panther. avengers infinity war and endgame. 21 bridges. marshall &amp; da 5 bloods. rip sir. ,Marvel
1882,lil miss sassafras,"Wow. Nothing like waking up to find out that #ChadwickBoseman passed away. He had such an amazing energy about him.
#WakandaForever",Sat Aug 29 06:29:04 +0000 2020,Midwest Vatican,1591,0,0,2020-08-29 06:29:04+00:00,True,self,,Missing_Retweet_ID,,0.073,0.59,0.337,0.822,Other,0.0,0.8453772582359192,0.0,0.6126837325987491,1881,original,,"wow. nothing like waking up to find out that #chadwickboseman passed away. he had such an amazing energy about him.
#wakandaforever",Black Panther
1886,cheryl shaw,So sad to wake up and see chadwick boseman has passed away its so devastating he is Black Panther,Sat Aug 29 06:28:07 +0000 2020,"Glasgow, Scotland",335,0,0,2020-08-29 06:28:07+00:00,True,self,,Missing_Retweet_ID,,0.343,0.657,0.0,-0.8715,Other,0.0,0.17762460233297986,0.0,0.16349936070102464,1885,original,,so sad to wake up and see chadwick boseman has passed away its so devastating he is black panther,Black Panther
1893,dont feed after midnite podcast,"Just heard Chadwick Boseman passed away. Such an incredible ,talented man. Rest in peace my brother you touched so many lives with your beautiful soul. 

#ChadwickBoseman #WakandaForever",Sat Aug 29 06:26:10 +0000 2020,1984,400,0,1,2020-08-29 06:26:10+00:00,True,self,,Missing_Retweet_ID,,0.0,0.692,0.308,0.8934,Other,0.0025,0.21130480718436345,0.002496880198587199,0.1916981316485816,1892,original,,"just heard chadwick boseman passed away. such an incredible ,talented man. rest in peace my brother you touched so many lives with your beautiful soul. 

#chadwickboseman #wakandaforever",Black Panther
1896,yusri williams,"Woke up this morning to the news that #ChadwickBoseman passed away after a 4 year private battle against Cancer.

I'm So Sad &amp; Upset Right Now. ",Sat Aug 29 06:25:30 +0000 2020,"Cape Town, South Africa",394,0,1,2020-08-29 06:25:30+00:00,True,self,,Missing_Retweet_ID,,0.399,0.601,0.0,-0.9225,Other,0.0025380710659898475,0.20780590717299577,0.0025348556031880524,0.18880541373331822,1895,original,,"woke up this morning to the news that #chadwickboseman passed away after a 4 year private battle against cancer.

i'm so sad &amp; upset right now. ",Chadwick Boseman
1907,candu management,"#RIP so heart broken 
The death of #ChadwickBoseman  
The Black Panther star passed away Friday from colon cancer at age 43. Boseman had been battling the disease since 2016, the year he first appeared as TChalla in the Russo Brothers-directed Captain America: Civil War.  https://t.co/ycByy1QUKo",Sat Aug 29 06:21:58 +0000 2020,"Beverly Hills, California",2816,0,1,2020-08-29 06:21:58+00:00,True,self,,Missing_Retweet_ID,,0.306,0.694,0.0,-0.9564,Other,0.0003551136363636364,1.4766649187205034,0.00035505059843958005,0.9069128642956981,1906,original,,"#rip so heart broken 
the death of #chadwickboseman  
the black panther star passed away friday from colon cancer at age 43. boseman had been battling the disease since 2016, the year he first appeared as tchalla in the russo brothers-directed captain america: civil war.  https://t.co/ycbyy1quko",Black Panther
1908,block me loser,I feel like saying Wakanda Forever instead of Rest In Peace Chadwick is more disrespectful than people realize. Image you make content playing a character and when you pass away they quote you from the movie instead of actually giving props and respect,Sat Aug 29 06:21:44 +0000 2020,"Massachusetts, USA",1728,0,0,2020-08-29 06:21:44+00:00,False,self,,Missing_Retweet_ID,,0.0,0.73,0.27,0.9062,Other,0.0,0.9056603773584906,0.0,0.6448286032891376,1907,original,,i feel like saying wakanda forever instead of rest in peace chadwick is more disrespectful than people realize. image you make content playing a character and when you pass away they quote you from the movie instead of actually giving props and respect,Black Panther
1909,mi-soul,"A sad loss to the entertainment world today, as #ChadwickBoseman has sadly passed away.
Thru his pain &amp; fight he played ICONIC roles: 

 T'Challa - Black Panther
 James Brown - Get on Up 
 Jackie Robinson - 42
 Thurgood Marshall - Marshall

R.I.E.P ChadwickBoseman   https://t.co/royiPQ2v0b",Sat Aug 29 06:21:25 +0000 2020,London  • UK • Worldwide,17409,15,52,2020-08-29 06:21:25+00:00,True,self,,Missing_Retweet_ID,,0.275,0.624,0.101,-0.836,Other,0.0038485840657131367,9.119434258774227,0.0038411972126085265,2.3144577590134934,1908,original,,"a sad loss to the entertainment world today, as #chadwickboseman has sadly passed away.
thru his pain &amp; fight he played iconic roles: 

 t'challa - black panther
 james brown - get on up 
 jackie robinson - 42
 thurgood marshall - marshall

r.i.e.p chadwickboseman   https://t.co/royipq2v0b",Black Panther
1913,💕aʅҽx💕,"Just god off work and I saw that Chadwick Boseman passed away! Black Panther is literally one of my fav movies, but he has done so many other amazing movies! #ripchadwickboseman",Sat Aug 29 06:19:52 +0000 2020,,367,0,2,2020-08-29 06:19:52+00:00,True,self,,Missing_Retweet_ID,,0.0,0.735,0.265,0.8667,Other,0.005449591280653951,0.1918452692106639,0.005434795985956915,0.1755027525082336,1912,original,,"just god off work and i saw that chadwick boseman passed away! black panther is literally one of my fav movies, but he has done so many other amazing movies! #ripchadwickboseman",Black Panther
1924,jen,"Hate this year, actually cant believe this, just so dreadfully sad. He was incredible as Black Panther, dreading telling Freya and Heidi that one of their favourite superheroes has passed away  #ripchadwickboseman",Sat Aug 29 06:15:56 +0000 2020,,39,0,1,2020-08-29 06:15:56+00:00,True,self,,Missing_Retweet_ID,,0.352,0.648,0.0,-0.9453,Other,0.02564102564102564,0.02027027027027027,0.025317807984289873,0.020067563050809267,1923,original,,"hate this year, actually cant believe this, just so dreadfully sad. he was incredible as black panther, dreading telling freya and heidi that one of their favourite superheroes has passed away  #ripchadwickboseman",Black Panther
1925,ケロン,"*pertaining to Chadwick Boseman (the BP actor who just passed away yesterday)
And they replied ""ganon po ba?, sya ikaw nalang po black panther namin kuya"" (is that so? So be our black panther now) and I just Suddenly burst into tears
R.I.P. Chadwick Boseman",Sat Aug 29 06:15:52 +0000 2020,,8,0,0,2020-08-29 06:15:52+00:00,False,self,,Missing_Retweet_ID,,0.187,0.813,0.0,-0.8577,Other,0.0,0.004155844155844156,0.0,0.004147232486446299,1924,original,,"*pertaining to chadwick boseman (the bp actor who just passed away yesterday)
and they replied ""ganon po ba?, sya ikaw nalang po black panther namin kuya"" (is that so? so be our black panther now) and i just suddenly burst into tears
r.i.p. chadwick boseman",Black Panther
1933,e v a n,"Since I heard that @chadwickboseman passed away, I decided to honor him because hes a great guy and a great superhero when he was Black Panther. I will remember him and I will always always remember him very very much. Gonna miss you Chadwick. https://t.co/4TQQRyqoqN",Sat Aug 29 06:12:28 +0000 2020,"Oklahoma, USA",1216,0,0,2020-08-29 06:12:28+00:00,False,chadwickboseman,@chadwickboseman,Missing_Retweet_ID,,0.039,0.725,0.236,0.8894,5.0,0.0,0.6290739782721159,0.0,0.48801174189269375,1932,original,,"since i heard that @chadwickboseman passed away, i decided to honor him because hes a great guy and a great superhero when he was black panther. i will remember him and i will always always remember him very very much. gonna miss you chadwick. https://t.co/4tqqryqoqn",Black Panther
1936,stupid cult,"Just passed away a amazing actor and person. He gave life to one of my favorites heroes, god bless you!! And Wakanda Forever!!!",Sat Aug 29 06:11:52 +0000 2020,São Paulo ,15,0,0,2020-08-29 06:11:52+00:00,False,self,,Missing_Retweet_ID,,0.0,0.516,0.484,0.9429,Other,0.0,0.007747933884297521,0.0,0.0077180727865888855,1935,original,,"just passed away a amazing actor and person. he gave life to one of my favorites heroes, god bless you!! and wakanda forever!!!",Black Panther
1940,slick c the young mc,@joshturnermusic i was stun '' when some one told me did you hear black panther has pass away '' i was like noooo what you talking about then i check news real quick and was just stun he DAM '' great actor and will be missed alot '' a marvel legend'' RIP Chadwick Bosemen...,Sat Aug 29 06:10:24 +0000 2020,United world citizen ,5019,0,0,2020-08-29 06:10:24+00:00,True,joshturnermusic,@joshturnermusic,Missing_Retweet_ID,joshturnermusic,0.038,0.799,0.163,0.802,Other,0.0,2.587113402061856,0.0,1.2773478127874762,1939,original,,@joshturnermusic i was stun '' when some one told me did you hear black panther has pass away '' i was like noooo what you talking about then i check news real quick and was just stun he dam '' great actor and will be missed alot '' a marvel legend'' rip chadwick bosemen...,Marvel
1942,ulrike beudgen fediverse: #piratenpolitik,"Story: @nowthisnews: 'BREAKING: Chadwick Boseman  star of 'Black Panther'  has passed away from colon cancer at age 43. His family confirmed the news on Twitter Friday night, saying he died in his home, with his wife https://t.co/qon9iMnWAK, see more https://t.co/wnrouqL9pg",Sat Aug 29 06:09:36 +0000 2020,Holzminden,2968,0,0,2020-08-29 06:09:36+00:00,False,nowthisnews,@nowthisnews,Missing_Retweet_ID,,0.174,0.826,0.0,-0.8402,Other,0.0,1.5283213182286304,0.0,0.9275555719372961,1941,original,,"story: @nowthisnews: 'breaking: chadwick boseman  star of 'black panther'  has passed away from colon cancer at age 43. his family confirmed the news on twitter friday night, saying he died in his home, with his wife https://t.co/qon9imnwak, see more https://t.co/wnrouql9pg",Black Panther
1951,infinity magazine,"The sad news about the passing of @chadwickboseman (41)has shocked many.
The actor/director fondly known for his role in Black Panther passed away at home after a long battle with Colon Cancer. He was surrounded by his wife and close family. 
#ripchadwickboseman #ChadwickBoseman https://t.co/rVJoF1lZJS",Sat Aug 29 06:07:02 +0000 2020,Africa,1886,0,1,2020-08-29 06:07:02+00:00,True,chadwickboseman,@chadwickboseman,Missing_Retweet_ID,,0.233,0.713,0.054,-0.8591,5.0,0.0005302226935312832,0.9666837519220912,0.000530082175147412,0.6763487496238412,1950,original,,"the sad news about the passing of @chadwickboseman (41)has shocked many.
the actor/director fondly known for his role in black panther passed away at home after a long battle with colon cancer. he was surrounded by his wife and close family. 
#ripchadwickboseman #chadwickboseman https://t.co/rvjof1lzjs",Black Panther
1953,raunaak mitra,"@MarvelStudios won't be the same without the real @theblackpanther. It is a heartbreaking piece of news that @chadwickboseman has passed away after battling cancer.

RIP Legend
Rest in Power, Legend

#ChadwickBoseman #ChadwickForever #ChadwickBosemanForever #ChadwickBosemanRIP https://t.co/v6joTTWH9u",Sat Aug 29 06:06:30 +0000 2020,india,27,0,0,2020-08-29 06:06:30+00:00,True,MarvelStudios,"@MarvelStudios, @theblackpanther, @chadwickboseman",Missing_Retweet_ID,MarvelStudios,0.235,0.765,0.0,-0.8591,7.0,0.0,0.013824884792626729,0.0,0.013730192811901987,1952,original,,"@marvelstudios won't be the same without the real @theblackpanther. it is a heartbreaking piece of news that @chadwickboseman has passed away after battling cancer.

rip legend
rest in power, legend

#chadwickboseman #chadwickforever #chadwickbosemanforever #chadwickbosemanrip https://t.co/v6jottwh9u",Marvel
1960,themelis cuiper,"#SEO #socialmedia : @nowthisnews: 'BREAKING: Chadwick Boseman  star of 'Black Panther'  has passed away from colon cancer at age 43. His family confirmed the news on Twitter Friday night, saying he died in his home,  https://t.co/XjhV4KnyTi, see more https://t.co/o4ZHq7LWv4",Sat Aug 29 06:04:15 +0000 2020,"Amsterdam, The Netherlands",31019,0,0,2020-08-29 06:04:15+00:00,False,nowthisnews,@nowthisnews,Missing_Retweet_ID,,0.182,0.818,0.0,-0.8402,Other,0.0,15.826020408163265,0.0,2.8229265220224105,1959,original,,"#seo #socialmedia : @nowthisnews: 'breaking: chadwick boseman  star of 'black panther'  has passed away from colon cancer at age 43. his family confirmed the news on twitter friday night, saying he died in his home,  https://t.co/xjhv4knyti, see more https://t.co/o4zhq7lwv4",Black Panther
1976,powers_of_psu,"Watched several @MLB games tonight because I love Jackie Robinson Day. Only to find out that the brilliant actor who portrayed him, Chadwick Bozeman, passed away. His role as Black Panther also inspired. RIP#ChadwickBoseman #BlackPanther #ChadwickForever #2020worstyear https://t.co/kfdjIN5WRG",Sat Aug 29 05:59:57 +0000 2020,"State College, PA",922,0,3,2020-08-29 05:59:57+00:00,True,MLB,@MLB,Missing_Retweet_ID,,0.0,0.752,0.248,0.9042,Other,0.0032537960954446853,0.4665991902834008,0.003248513955831366,0.38294624457281456,1975,original,,"watched several @mlb games tonight because i love jackie robinson day. only to find out that the brilliant actor who portrayed him, chadwick bozeman, passed away. his role as black panther also inspired. rip#chadwickboseman #blackpanther #chadwickforever #2020worstyear https://t.co/kfdjin5wrg",Black Panther
1978,🐝,"honestly i have watched any of chadwick's movies including black panther and haven't got the chance to follow his career or to get to know him , but judging from everyone's reaction to the news of him pass away I can tell he was love and was a great man so sorry to hear this..",Sat Aug 29 05:59:11 +0000 2020,17,610,0,5,2020-08-29 05:59:11+00:00,False,self,,Missing_Retweet_ID,,0.052,0.734,0.214,0.9215,Other,0.00819672131147541,0.3083923154701719,0.008163310639160938,0.26879914343813377,1977,original,,"honestly i have watched any of chadwick's movies including black panther and haven't got the chance to follow his career or to get to know him , but judging from everyone's reaction to the news of him pass away i can tell he was love and was a great man so sorry to hear this..",Black Panther
1980,dr. katie ann,"Top story: @nowthisnews: 'BREAKING: Chadwick Boseman  star of 'Black Panther'  has passed away from colon cancer at age 43. His family confirmed the news on Twitter Friday night, saying he died in his home, with his  https://t.co/BgpjVyQjaK, see more https://t.co/LlWv0n2yqr",Sat Aug 29 05:58:34 +0000 2020,www.katieannwilson.com,11405,1,3,2020-08-29 05:58:34+00:00,False,nowthisnews,@nowthisnews,Missing_Retweet_ID,,0.171,0.791,0.038,-0.802,Other,0.0003507233669443227,5.76010101010101,0.0003506618778809431,1.911037832265872,1979,original,,"top story: @nowthisnews: 'breaking: chadwick boseman  star of 'black panther'  has passed away from colon cancer at age 43. his family confirmed the news on twitter friday night, saying he died in his home, with his  https://t.co/bgpjvyqjak, see more https://t.co/llwv0n2yqr",Black Panther
1983,hits radio news | manchester,"Black Panther star Chadwick Boseman has died at the age of 43, after a private four year battle with colon cancer.

He passed away at his home in the US surrounded by his wife and family.

#RIP https://t.co/XY6WvRDP3E",Sat Aug 29 05:57:19 +0000 2020,Greater Manchester,30288,1,1,2020-08-29 05:57:19+00:00,True,self,,Missing_Retweet_ID,,0.238,0.762,0.0,-0.891,Other,6.603275224511358e-05,15.273827534039334,6.603057217889904e-05,2.7895581445803193,1982,original,,"black panther star chadwick boseman has died at the age of 43, after a private four year battle with colon cancer.

he passed away at his home in the us surrounded by his wife and family.

#rip https://t.co/xy6wvrdp3e",Black Panther
1986,greatest hits radio news,"Black Panther star Chadwick Boseman has died at the age of 43, after a private four year battle with colon cancer.

He passed away at his home in the US surrounded by his wife and family.

#RIP https://t.co/fd9P8VwA6G",Sat Aug 29 05:56:58 +0000 2020,,20136,0,1,2020-08-29 05:56:58+00:00,True,self,,Missing_Retweet_ID,,0.238,0.762,0.0,-0.891,Other,4.966229638458482e-05,10.138972809667674,4.966106325357031e-05,2.4104500228570815,1985,original,,"black panther star chadwick boseman has died at the age of 43, after a private four year battle with colon cancer.

he passed away at his home in the us surrounded by his wife and family.

#rip https://t.co/fd9p8vwa6g",Black Panther
1987,hits radio news | liverpool & north west,"Black Panther star Chadwick Boseman has died at the age of 43, after a private four year battle with colon cancer.

He passed away at his home in the US surrounded by his wife and family.

#RIP https://t.co/eDlRPbGwpw",Sat Aug 29 05:56:38 +0000 2020,Liverpool,14689,0,2,2020-08-29 05:56:38+00:00,True,self,,Missing_Retweet_ID,,0.238,0.762,0.0,-0.891,Other,0.0001361563074409422,7.392551585304479,0.00013614703901220805,2.1273445964488706,1986,original,,"black panther star chadwick boseman has died at the age of 43, after a private four year battle with colon cancer.

he passed away at his home in the us surrounded by his wife and family.

#rip https://t.co/edlrpbgwpw",Black Panther
1963,hits radio news | lancashire,"Black Panther star Chadwick Boseman has died at the age of 43, after a private four year battle with colon cancer.

He passed away at his home in the US surrounded by his wife and family.

#RIP https://t.co/HwiHlfS6TT",Sat Aug 29 05:55:43 +0000 2020,Lancashire,6705,0,0,2020-08-29 05:55:43+00:00,True,self,,Missing_Retweet_ID,,0.238,0.762,0.0,-0.891,Other,0.0,3.4156902699949057,0.0,1.4851641683797887,2007,original,,"black panther star chadwick boseman has died at the age of 43, after a private four year battle with colon cancer.

he passed away at his home in the us surrounded by his wife and family.

#rip https://t.co/hwihlfs6tt",Black Panther
1967,♏︎,"@luminescentbirb tw// death 

chadwick boseman passed away from cancer, black people who looked up to him as a person and in black panther are really grieving right now",Sat Aug 29 05:54:26 +0000 2020,venus ⭒✶۟ ⋆☄︎ 19 ⚢ shethey,1235,0,5,2020-08-29 05:54:26+00:00,True,luminescentbirb,@luminescentbirb,Missing_Retweet_ID,luminescentbirb,0.331,0.669,0.0,-0.9168,Other,0.004048582995951417,0.6278596847991865,0.004040409537004979,0.4872660751676009,2011,original,,"@luminescentbirb tw// death 

chadwick boseman passed away from cancer, black people who looked up to him as a person and in black panther are really grieving right now",Black Panther
1970,joyful 🤘😂,"Oh this just saddens me to here Chadwick has passed away.  He was truly a strong and giving man.  I enjoyed his Marvel films and other movies.  I know that he is in a better place now and is no longer in pain.  I pray for his family.  Wakanda forever, King T'challa!!! ",Sat Aug 29 05:54:00 +0000 2020,,39,0,1,2020-08-29 05:54:00+00:00,True,self,,Missing_Retweet_ID,,0.127,0.559,0.314,0.9077,Other,0.02564102564102564,0.01979695431472081,0.025317807984289873,0.019603543082900222,2014,original,,"oh this just saddens me to here chadwick has passed away.  he was truly a strong and giving man.  i enjoyed his marvel films and other movies.  i know that he is in a better place now and is no longer in pain.  i pray for his family.  wakanda forever, king t'challa!!! ",Marvel
1985,thethermonuclearwasteland,Chadwick Bozeman. The guy that played Black Panther passed away at 43 from cancer. Thats a pretty terrible deal. Ive lost several friends and family to the same type of cancer he had. What a tragedy.,Sat Aug 29 05:51:56 +0000 2020,,2531,0,0,2020-08-29 05:51:56+00:00,False,self,,Missing_Retweet_ID,,0.349,0.488,0.163,-0.8979,Other,0.0,1.2750629722921913,0.0,0.8220077321482618,2029,original,,chadwick bozeman. the guy that played black panther passed away at 43 from cancer. thats a pretty terrible deal. ive lost several friends and family to the same type of cancer he had. what a tragedy.,Black Panther
1996,tallest kid you know,Damn I just found out Chadwick Boseman passed away. Rest in power man loves all your movies and am grateful I was given the opportunity to even meet you! WAKANDA FOREVER!,Sat Aug 29 05:50:00 +0000 2020,"Los Angeles, CA",416,0,4,2020-08-29 05:50:00+00:00,False,self,,Missing_Retweet_ID,,0.071,0.662,0.267,0.8118,Other,0.009615384615384616,0.20841683366733466,0.009569451016150707,0.18931110097566678,2040,original,,damn i just found out chadwick boseman passed away. rest in power man loves all your movies and am grateful i was given the opportunity to even meet you! wakanda forever!,Black Panther
2002,h. r. h prince samuel 👑,So Sad : Black Panther Star just passed Away After A Four Year Battle with Cancer. https://t.co/3gMFZjNV6A,Sat Aug 29 05:48:18 +0000 2020,Abuja,22,0,0,2020-08-29 05:48:18+00:00,True,self,,Missing_Retweet_ID,,0.464,0.536,0.0,-0.8858,Other,0.0,0.01098901098901099,0.0,0.01092907053219027,2046,original,,so sad : black panther star just passed away after a four year battle with cancer. https://t.co/3gmfzjnv6a,Black Panther
2009,mr emmanuel osawe,"Black Panther actor Chadwick Boseman has passed away. He was 43-years old. Boseman died after a 4-year battle with colon cancer in Los Angeles.

Rip. #ChadwickBoseman 

#Blackpanter
#ChadwickForever
#WakandaForever
#KogmusicNG https://t.co/PeCFLaqD2D",Sat Aug 29 05:46:11 +0000 2020,"Lagos, Nigeria",2014,0,1,2020-08-29 05:46:11+00:00,True,self,,Missing_Retweet_ID,,0.282,0.718,0.0,-0.891,Other,0.0004965243296921549,1.002488800398208,0.000496401102275753,0.6943908071348538,2053,original,,"black panther actor chadwick boseman has passed away. he was 43-years old. boseman died after a 4-year battle with colon cancer in los angeles.

rip. #chadwickboseman 

#blackpanter
#chadwickforever
#wakandaforever
#kogmusicng https://t.co/pecflaqd2d",Black Panther
2014,sheryl shahab,"This electrifying actor has passed away. He has given the world many great movies, which include, black panther and Da 5 blood. Today the world has lost another great actor. Rest in peace, T'Challa. 
#chadwickboseman #RIPLegend  #chadwickbosemanRip #RIPBlackPanther https://t.co/itOCdLL3rc",Sat Aug 29 05:44:04 +0000 2020,"Lyallpur, Pakistan",6,0,0,2020-08-29 05:44:04+00:00,True,self,,Missing_Retweet_ID,,0.048,0.708,0.244,0.886,Other,0.0,0.0029791459781529296,0.0,0.0029747171167428406,2058,original,,"this electrifying actor has passed away. he has given the world many great movies, which include, black panther and da 5 blood. today the world has lost another great actor. rest in peace, t'challa. 
#chadwickboseman #riplegend  #chadwickbosemanrip #ripblackpanther https://t.co/itocdll3rc",Black Panther
2023,antoine allen,"Chadwick Boseman has passed away due to his battle with colon cancer.
His exceptional acting career included playing Jackie Robinson, James Brown and The Black Panther in the Marvel blockbusters. 
African-American men are at a greater risk to this cancer.
https://t.co/tXk3eksL23 https://t.co/MGo7b5PxMB",Sat Aug 29 05:41:54 +0000 2020,"England, United Kingdom",21272,4,10,2020-08-29 05:41:54+00:00,False,self,,Missing_Retweet_ID,,0.247,0.623,0.13,-0.8126,Other,0.0006581421587062806,10.515076618882848,0.0006579256781338672,2.4436571870831516,2067,original,,"chadwick boseman has passed away due to his battle with colon cancer.
his exceptional acting career included playing jackie robinson, james brown and the black panther in the marvel blockbusters. 
african-american men are at a greater risk to this cancer.
https://t.co/txk3eksl23 https://t.co/mgo7b5pxmb",Marvel
2025,kire,"Really? Never saw Black Panther but heard nothing but good things about the man and he passed away from cancer have some respect, fuck Stan accounts https://t.co/xpygVqXWmL",Sat Aug 29 05:41:28 +0000 2020,,280,0,6,2020-08-29 05:41:28+00:00,False,self,,Missing_Retweet_ID,,0.34,0.559,0.101,-0.8959,Other,0.02142857142857143,0.1382716049382716,0.021202207650602982,0.12951097589010938,2069,original,,"really? never saw black panther but heard nothing but good things about the man and he passed away from cancer have some respect, fuck stan accounts https://t.co/xpygvqxwml",Black Panther
2032,marzouq مرزوق,"Rest In Power - King - #WakandaForever

@ChadwickBoseman Has Sadly Passed Away - Truly Shocking News When He Was A Real Life Super Hero In More Ways Then One &amp; Brought The Black Panther To Life &amp; A True King

Since https://t.co/wvnyTwpb4w",Sat Aug 29 05:40:05 +0000 2020,Where I Need To Be!,1442,0,0,2020-08-29 05:40:05+00:00,True,ChadwickBoseman,@ChadwickBoseman,Missing_Retweet_ID,,0.111,0.624,0.266,0.8271,Other,0.0,0.7096456692913385,0.0,0.5362861381026778,2076,original,,"rest in power - king - #wakandaforever

@chadwickboseman has sadly passed away - truly shocking news when he was a real life super hero in more ways then one &amp; brought the black panther to life &amp; a true king

since https://t.co/wvnytwpb4w",Black Panther
2034,vishal khandagale,"In my culture Death is not the End ..!
Black Panther...

Extremely shocked to hear this
Chadwick Boseman passed away after a four year battle with colon cancer...!
May you rest in Power, KingSmiling face with halo

#BlackPanther 
#WakandaForever https://t.co/oq2i9qiqfJ",Sat Aug 29 05:40:03 +0000 2020,Ahmednagar,8,0,1,2020-08-29 05:40:03+00:00,True,self,,Missing_Retweet_ID,,0.212,0.788,0.0,-0.865,Other,0.125,0.003933136676499509,0.11778303565638346,0.003925422116105605,2078,original,,"in my culture death is not the end ..!
black panther...

extremely shocked to hear this
chadwick boseman passed away after a four year battle with colon cancer...!
may you rest in power, kingsmiling face with halo

#blackpanther 
#wakandaforever https://t.co/oq2i9qiqfj",Black Panther
